id,sku,name,status,pdf_code,range,resolution,accuracy,notes
1468,4801-0006,میکرومی خارج 3 — 0-300mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1469,4811-8115,میکرومی معمویل هد — 0-25mm,matched,4811-8115-A,0-25,0.01,,
1470,4811-8120,هد میکرومی 1 — 0-50mm,matched,4811-8120-A,0-50,0.01,,
1471,4905-0005,میکرومیخارج میله ای دیجیتال ضد — 0-400mm/12-16,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1472,4905-0006,/ ی خارج میله ای دیجیتال ضد — 0-500mm/16-20,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1473,4905-0007,میکرومیخارج میله ای دیجیتال ضد — 0-600mm/20-24,matched,4905-0007,0-25mm,0.01,,
1474,4905-0008,میکرومیخارج میله ای دیجیتال ضد — 0-700mm/24-28,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1475,4905-0009,/ ی خارج میله ای دیجیتال ضد — 0-800mm/28-32,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1476,4905-0010,میکرومیخارج میله ای دیجیتال ضد — 0-900mm/32-36,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1477,4905-0011,میکرومیخارج میله ای دیجیتال ضد — 0-1000mm/36-40,matched,4905-0011,75-100mm,0.01,,
1478,4910-2110,ی دار هد میکرومی — 0-15mm/0,matched,4910-2110,"0-15/0-0.5""","0.001/0.00005""","0.003/0.00015""",
1479,4910-2115,میکرومی دیجیتال خروج هد 1 — 0-25mm/0-1,matched,4910-2115,"0-25/0-1""","0.001/0.00005""","0.003/0.00015""",
1480,4910-2130,میکرومی دیجیتال کلمپ دار دسته فلزی ضد آب IP65خروج هد — 0-25mm/0-1,matched,4910-2130,"0-50/0-2""","0.001/0.00005""","0.003/0.00015""",
1481,4910-2135,هد میکرومی 1 — 0-50mm,matched,4910-2135,"0-25/0-1""","0.001/0.00005""","0.003/0.00015""",
1482,4910-4105,میکرومی داخل سنج دیجیتال دو فک,matched,4910-4105,"5-30/0.2""-1.2""","0.001/0.00005""",±0.003,
1483,4910-4110,میکرومی داخل سنج دیجیتال دو فک,matched,4910-4110,"25-50/1""-2""","0.001/0.00005""",±0.003,
1484,4910-4115,میکرومی داخل سنج دیجیتال دو فک — 0-75mm/2-3,matched,4910-4115,"50-75/2""-3""","0.001/0.00005""",±0.004,
1485,4910-4120,/ میکرومی داخل سنج دیجیتال دو فک ی,matched,4910-4120,"75-100/3""-4""","0.001/0.00005""",±0.004,
1486,4911-8105,میکرومی داخل سنج دو فک,matched,4911-8105,5-30,0.01,±0.005,
1487,4911-8115,میکرومی داخل سنج دو فک 3 — 0-75mm,matched,4911-8115,50-75,0.01,±0.007,
1488,4911-8130,میکرومی داخل سنج دو فک 5 — 0-125mm,matched,4911-8130,100-125mm,0.01mm,,
1489,4911-8135,میکرومی داخل سنج دو فک 6,matched,4911-8135,125-150mm,0.01mm,,
1490,4911-8140,میکرومی 7 — 0-175mm,matched,4911-8140,150-175mm,0.01mm,,
1491,5111-1005,ي ساعت اندیکاتور پشت دار جعبه — 0-10mm,matched,5111-1005,0-10,0.01,,
1492,5111-1110,ساعت اندیکاتور دور فلزی — 0-10mm,unmatched,,,,,sku_not_in_pdf
1493,5111-1205,ساعت اندیکاتور پشت دار — 0-10mm,matched,5111-1205,0-10,0.01,,
1494,5121-1107,ساعت اندیکاتور ضدآب — 0-10mm,matched,5121-1107,0-10,0.01,,
1495,5121-1201,ساعت اندیکاتور صفحه کوچک ضد رضبه SHOCK PROF — 0-3mm,matched,5121-1201,0-3,0.01,,
1496,5121-1202,ساعت اندیکاتور صفحه کوچک ضد رضبه SHOCK PROF — 0-5mm,matched,5121-1202,0-5,0.01,,
1497,5121-1204,ساعت اندیکاتور صفحه کوچک ( — 0-5mm,matched,5121-1204,0-5,0.01,,
1498,5121-1215,ساعت اندیکاتور کورس بلند ضد رضبه — 0-50mm,matched,5121-1215,0-50,,,
1499,5121-1220,ساعت اندیکاتور کورس بلند ضد رضبه — 0-100mm,matched,5121-1220,0-100,0.05,,
1500,5121-2101,ساعت اندیکاتور پشت دار دقت — 0-1mm,matched,5121-2101,0-1,0.001,,
1501,5121-2201,ساعت اندیکاتور پشت دار دقت — 0-1mm,matched,5121-2201,0-1,0.001,,
1502,5121-3005,ساعت اندیکاتور دور فلزی — 0-1mm,unmatched,,,,,sku_not_in_pdf
1503,5121-4200,ساعت اندیکاتور ( عقب گرد /بلی ینگ — 0-1mm,unmatched,,,,,sku_not_in_pdf
1504,5130-1110,ساعت اندیکاتور دیجیتال کورس بلند — 0-25/4,unmatched,,,,,sku_not_in_pdf
1505,5140-1110,ساعت اندیکاتور دیجیتال کورس بلند 5دکمه ابسلوت — 0-25/4,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1506,5140-1120,ساعت اندیکاتور دیجیتال کورس بلند 5دکمه ابسلوت — 0-101/6,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1507,5141-2105,ساعت اندیکاتور کورس بلند ضد رضبه — 0-30mm,matched,5141-2105,0-30,0.035,,
1508,5221-0000,ساعت شیطانیک,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1509,5221-0005,ساعت شیطانیک — 0-50mm,matched,5221-0005,"0-150/0-6""",,,
1510,5221-1000,ساعت شیطانیک با پایه مگنت shock — 0,matched,5221-1000,0-0.8,0.01,,
1511,5221-1001,ساعت شیطانیک ضد رضبه ست کامل — 0,matched,5221-1001,0-0.8,0.01,,
1512,5221-1106,ساعت شیطانیک ضد رضبه ست کامل — 0,unmatched,,,,,sku_not_in_pdf
1513,5221-1129,ساعت شیطانیک ضد رضبه shock — 0,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1514,5221-1140,ساعت شیطانیک صفحه بزرگ ضد — 0,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1515,5221-1145,ساعت شیطانیک صفحه بزرگ ضد — 0,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1516,5221-1210,ساعت شیطانیک صفحه بزرگ پراپ — 0-1210mm,matched,5221-1210,0-1.6,0.01,,
1517,5221-1220,ساعت شیطانیک صفحه بزرگ پراپ — 0-1220mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1518,5223-3105,ساعت شیطانیک بدنه ضد مگنت,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1519,5260-1105,ساعت اندیکاتور دیجیتال خروج — 0-12/7,matched,5260-1105,"0-12.7/0-0.5""","0.01/0.0005""",,
1520,5260-1110,ساعت اندیکاتور دیجیتال خروج — 0-25/4,matched,5260-1110,"0-25.4/0-1.0""","0.01/0.0005""",,
1521,5260-1115,ساعت اندیکاتور دیجیتال خروج — 0-5,matched,5260-1115,"0-50.8/0-2.0""","0.01/0.0005""",,
1522,5260-3705,ساعت اندیکاتور دیجیتال خروج — 0-12/7,matched,5260-3705,"0-12.7/0-0.5""","0.01/0.0005""",,
1523,5260-3710,ساعت اندیکاتور دیجیتال خروج — 0-25/4,matched,5260-3710,"0-25.4/0-1.0""","0.01/0.0005""",,
1524,5260-3715,ساعت اندیکاتور دیجیتال خروج — 0-5,matched,5260-3715,"0-50.8/0-2.0""","0.01/0.0005""",,
1525,5260-3720,ساعت اندیکاتور دیجیتال خروج — 0-100mm/0-4,matched,5260-3720,"0-101.6/0-4""","0.01/0.0005""",,
1526,5260-4205,ساعت اندیکاتور دیجیتال خروج — 0-12/7,matched,5260-4205,"0-12.7/0-0.5""","0.001/0.00005""",,
1527,5260-4210,ساعت اندیکاتور دیجیتال خروج — 0-25/4,matched,5260-4210,"0-25.4/0-1.0""","0.001/0.00005""",,
1528,5260-4215,ساعت اندیکاتور دیجیتال خروج — 0-5,matched,5260-4215,"0-50.8/0-2.0""","0.001/0.00005""",,
1529,5261-1205,ساعت اندیکاتور دیجیتال شارژی — 0-12/7,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1530,5333-6101,پراپ ساعت غلطیک استیل اسنلس,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1531,5333-6303,پراپ ساعت غلطیک استیل اسنلس,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1532,5333-7001,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7001,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1533,5333-7201,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7201,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1534,5333-7203,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7203,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1535,5333-7204,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7204,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1536,5333-7205,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7205,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1537,5333-7602,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7602,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1538,5333-7603,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7603,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1539,5333-7604,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7604,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1540,5333-7707,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7707,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1541,5333-7708,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7708,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1542,5333-7712,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7712,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1543,5333-7713,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7713,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1544,5333-7801,نوک پراب ساعت اندیکاتور داسکوا کد 5333-7801,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1545,5333-7901,پراپ ساعت غلطیک استیل اسنلس,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1546,5333-8001,نوک پراب ساعت اندیکاتور داسکوا کد 5333-8001,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1547,5333-8002,نوک پراب ساعت اندیکاتور داسکوا کد 5333-8002,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1548,5333-8003,نوک پراب ساعت اندیکاتور داسکوا کد 5333-8003,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1549,5333-8004,نوک پراب ساعت اندیکاتور داسکوا کد 5333-8004,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1550,5333-8005,نوک پراب ساعت اندیکاتور داسکوا کد 5333-8005,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1551,5333-8006,نوک پراب ساعت اندیکاتور داسکوا کد 5333-8006,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1552,5333-8007,نوک پراب ساعت اندیکاتور داسکوا کد 5333-8007,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1553,5333-8008,نوک پراب ساعت اندیکاتور داسکوا کد 5333-8008,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1554,5333-8009,نوک پراب ساعت اندیکاتور داسکوا کد 5333-8009,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1555,5340-8110,ساعت اندیکاتور دیجیتال کورس بلند — 0-25/4,matched,5340-8110,"0-25.4/0-1.0""","0.01/0.0005""",,
1556,5340-8115,ساعت اندیکاتور دیجیتال کورس بلند — 0-5,matched,5340-8115,"0-50.8/0-2.0""","0.01/0.0005""","0.015/0.001""",
1557,5351-2110,ساعت اندازه گی — 0,matched,5351-2110,"0-5mm/0-0.19""",0.0,,
1558,5361-0005,ساعت اندازه گی — 0-50mm,matched,5361-0005,"0-5mm/0-0.19""",0.0,,
1559,5410-8205,ساعت شیطانیک دیجیتال ضد آب — 0,unmatched,,,,,sku_not_in_pdf
1560,5510-0005,مجموعه گیج داخل سیلندر با پراپ — 0-50mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1561,5511-1100,گیج داخل سیلندر ساعت — 0-1100mm,matched,5511-1100,4-6,0.01,,
1562,5511-1105,گیج داخل سیلندر ساعت — 0-1105mm,matched,5511-1105,6-10,0.01,,
1563,5511-1110,ساعت با پراپ های گیج داخل سیلندر — 0-18mm,matched,5511-1110,10-18,0.01,,
1564,5511-1115,ساعت با پراپ های گیج داخل سیلندر — 0-1115mm,matched,5511-1115,18-35,0.01,,
1565,5511-1120,گیج داخل سیلندر ساعت — 0-1120mm,matched,5511-1120,35-50,0.01,,
1566,5511-1121,گیج داخل سیلندر ساعت — 0-1121mm,matched,5511-1121,35-60,0.01,,
1567,5511-1130,ساعت با پراپ های گیج داخل سیلندر — 0-160mm,matched,5511-1130,50-160,0.01,,
1568,5511-1135,ساعت با پراپ های گیج داخل سیلندر — 0-250mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1569,5511-1140,گیج داخل سیلندر ساعت — 0-450mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1570,5511-2105,گیج داخل سیلندر با پراپ های,matched,5511-2105,6-10,0.001,,
1571,5511-2110,گیج داخل سیلندر با پراپ های — 0-18mm,matched,5511-2110,10-18,0.001,,
1572,5511-2115,گیج داخل سیلندر با پراپ های,matched,5511-2115,18-35,0.001,,
1573,5511-2120,گیج داخل سیلندر با پراپ های,matched,5511-2120,35-50,0.001,,
1574,5511-2130,گیج داخل سیلندر با پراپ های — 0-160mm,matched,5511-2130,50-160,0.001,,
1575,5581-0005,گیج داخل سیلندر ساعت — 0-800mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1576,5610-8105,گیج داخل سیلندر با پراپ هاي,matched,5610-8105,"6-10mm/0.24-0.4""","0.002mm/0.0005""",,
1577,5610-8110,گیج داخل سیلندر با پراپ هاي — 0-18mm,matched,5610-8110,"10-18mm/0.4-0.7""","0.002mm/0.0005""",,
1578,5610-8115,گیج داخل سیلندر با پراپ هاي,matched,5610-8115,"18-35mm/0.7-1.5""","0.002mm/0.0005""",,
1579,5610-8120,گیج داخل سیلندر با پراپ هاي,matched,5610-8120,"35-50mm/1.4-2.4""","0.002mm/0.0005""",,
1580,5610-8125,گیج داخل سیلندر با پراپ هاي — 0-160mm/2-6/3,matched,5610-8125,"50-160mm/2-6.3""","0.002mm/0.005""",±0.018,
1581,5610-8130,گیج داخل سیلندر با پراپ هاي — 0-250mm/6-10,matched,5610-8130,"160-250mm/6-10""","0.002mm/0.005""",±0.018,
1582,5610-8135,گیج داخل سیلندر با پراپ هاي — 0-450mm/10-16,matched,5610-8135,"250-450mm/10-16""","0.002mm/0.005""",±0.018,
1583,5711-0005,محوریاب سه بعدی یونیورسال طول و عرض و ارتفاع (ساخت آلمان) — 0-1/5,unmatched,,,,,sku_not_in_pdf
1584,5712-1100,ساعت مرکزیاب — 0-3mm,matched,5712-1100-A,0-2mm,,,
1585,5751-0010,ساعت میل لنگ — 0-500mm,matched,5751-0010,60-500,0.01,,
1586,5760-1005,ساعت مرکزیاب 1 — 0-1005mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1587,5800-1015,پرگار داخل سنج با رسهای تعویض — 0-1015mm,matched,5800-1015,55-153,,,
1588,5810-2005,ساعت دسته دار بلند پرگار داخل سنج,matched,5810-2005,15-35,0.01,±0.035,
1589,5810-2010,ساعت پرگار داخل سنج 1,matched,5810-2010,35-55,0.01,±0.035,
1590,5810-2015,ساعت پرگار داخل سنج 2,matched,5810-2015,55-75,0.01,±0.035,
1591,5810-2020,ساعت پرگار داخل سنج 3,matched,5810-2020,75-95,0.01,±0.035,
1592,5810-3105,خط کش دیجیتال ضد آب و روغن — 0-150mm/0-6,matched,5810-3105,"0-150/0-6""","0.01/0.0005""","0.02/0.001""",
1593,5810-3110,خط کش دیجیتال ضد آب و روغن — 0-200mm/0-8,matched,5810-3110,"0-200/0-8""","0.01/0.0005""","0.03/0.0015""",
1594,5810-3115,خط کش دیجیتال ضد آب و روغن — 0-300mm/0-12,matched,5810-3115,"0-300/0-12""","0.01/0.0005""","0.03/0.0015""",
1595,5810-3120,خط کش دیجیتال ضد آب و روغن — 0-600mm/0-24,matched,5810-3120,"0-600/0-24""","0.01/0.0005""","0.05/0.005""",
1596,5810-3125,خط کش دیجیتال ضد آب و روغن — 0-1000mm/0-40,matched,5810-3125,"0-1000/0-40""","0.01/0.0005""","0.05/0.0025""",
1597,5811-0005,پرگار داخل سنج دیجیتال دسته دار بلند — 0-50mm,matched,5811-0005,"15-35mm/0.6-1.4""","0.01/0.0005""","±0.035/0.002""",
1598,5811-0010,پرگار داخل سنج دیجیتال دسته دار بلند — 0-100mm,matched,5811-0010,"35-55mm/1.4-2.2""","0.01/0.0005""","±0.035/0.002""",
1599,5811-0015,پرگار داخل سنج دیجیتال دسته دار بلند — 0-150mm,matched,5811-0015,"55-75mm/2.2-3.0""","0.01/0.0005""","±0.035/0.002""",
1600,5811-0020,پرگار داخل سنج دیجیتال دسته دار بلند — 0-200mm,matched,5811-0020,"75-95mm/3.0-3.8""","0.01/0.0005""","±0.035/0.002""",
1601,5820-0005,ساعت اندیکاتور دیجیتال IP65 — 0-12/7,matched,5820-0005,"0-12.7/0-0.5""","0.001/0.00005""","0.003/0.0001""",
1602,5820-0010,ساعت اندیکاتور دیجیتال IP65 — 0-25/4,matched,5820-0010,"0-25.4/0-1.0""","0.001/0.00005""","0.003/0.0001""",
1603,5820-0015,ساعت اندیکاتور دیجیتال IP65 — 0-5,matched,5820-0015,"0-50.8/0-2.0""","0.001/0.00005""","0.003/0.0001""",
1604,5820-0020,ساعت اندیکاتور دیجیتال IP65 — 0-100mm/0-4,matched,5820-0020,"0-101.6/0-4""","0.001/0.00005""","0.003/0.0001""",
1605,5831-0005,شعاع سنج دیجیتال — 0-50mm,matched,5831-0005,5-700,"0.005/0.0015""",,
1606,5840-6200,ضخامت سنج پراپ رسامییک دیجیتال — 0-10mm,matched,5840-6200,"0-10/0-0.4""","0.01/0.0005""",±0.02,
1607,5840-6205,ضخامت سنج پراپ رسامییک دیجیتال — 0-10mm,matched,5840-6205,"0-10/0.4""",,,
1608,5840-6240,ضخامت سنج پراپ رسامییک دیجیتال — 0-10mm,unmatched,,,,,sku_not_in_pdf
1609,5841-1105,ضخامت سنج پراپ رسامییک با ي — 0-10mm,unmatched,,,,,sku_not_in_pdf
1610,5841-1110,ضخامت سنج پراپ رسامییک با ي — 0-20mm,unmatched,,,,,sku_not_in_pdf
1611,5841-8106,ضخامت سنج ساعت 2 — 0-30mm,matched,5841-8106,0-30mm,0.01mm,,
1612,5841-9105,ساعت لوله ضخامت سنج — 0-10mm,unmatched,,,,,sku_not_in_pdf
1613,5911-0001,گیج داخل تلسکون — 0-10mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1614,5911-0002,گیج داخل تلسکون — 0-20mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1615,5921-0005,گیج داخل ساعت — 0-13mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1616,6110-1112,جعبه راپورتر (گیج بلوک) — 0-1112mm,matched,6110-1112,1.001-1.009,0.001,,
1617,6110-1232,جعبه راپورتر (گیج بلوک) — 0-1232mm,matched,6110-1232,1.01-1.49,0.01,,
1618,6110-1247,جعبه راپورتر (گیج بلوک) — 0-1247mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1619,6110-1287,جعبه راپورتر (گیج بلوک) — 0-1287mm,matched,6110-1287,1.001-1.009,0.001,,
1620,6111-1112,جعبه راپورتر (گیج بلوک) — 0-1112mm,matched,6111-1112,1.01-1.49,0.01,,
1621,6111-1232,جعبه راپورتر (گیج بلوک) — 0-1232mm,matched,6111-1232,25-100,,,
1622,6111-1247,جعبه راپورتر (گیج بلوک) — 0-1247mm,matched,6111-1247,1.2-1.9,0.1,,
1623,6111-1287,جعبه راپورتر (گیج بلوک) — 0-1287mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1624,6112-1112,جعبه راپورتر (گیج بلوک) — 0-1112mm,matched,6112-1112,25-100,,,
1625,6112-1232,جعبه راپورتر (گیج بلوک) — 0-1232mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1626,6112-1247,جعبه راپورتر (گیج بلوک) — 0-1247mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1627,6112-1287,جعبه راپورتر (گیج بلوک) — 0-1287mm,matched,6112-1287,10-100,,,
1628,6211-4205,مجموعه رپیر گیج 91عددی,matched,6211-4205,1-10,0.1,±0.001,
1629,6211-4210,پی گیج 51عددی 20,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1630,6211-4300,مجموعه رپیر گیج 91عددی,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1631,6211-4301,پی گیج 31عددی 1,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1632,6211-4302,پی گیج 51عددی 2,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1633,6211-4303,پی گیج 51عددی 3,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1634,6211-4304,پی گیج 51عددی 4,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1635,6211-4305,پی گیج 51عددی 5,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1636,6211-4306,پی گیج 51عددی 6,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1637,6211-4307,پی گیج 51عددی 7,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1638,6211-4308,پی گیج 51عددی 8,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1639,6211-4309,پی گیج 51عددی 9,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1640,6211-4310,پی گیج 51عددی 10,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1641,6211-4311,پی گیج 51عددی 11,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1642,6211-4312,پی گیج 51عددی 12,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1643,6211-4313,پی گیج 51عددی 13,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1644,6211-4314,پی گیج 51عددی 14,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1645,6211-4315,پی گیج 51عددی 15,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1646,6211-4316,پی گیج 51عددی 16,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1647,6211-4317,پی گیج 51عددی 17,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1648,6211-4318,پی گیج 51عددی 18,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1649,6211-4319,پی گیج 51عددی 19,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1650,6310-0001,گیج رزوه تون 5 — 0-10mm,unmatched,,,,,sku_not_in_pdf
1651,6310-0002,گیج رزوه تون 7 — 0-20mm,unmatched,,,,,sku_not_in_pdf
1652,6310-0003,گیج رزوه تون 8 — 0-30mm,unmatched,,,,,sku_not_in_pdf
1653,6310-0004,گیج رزوه تون 9 — 0-40mm,unmatched,,,,,sku_not_in_pdf
1654,6310-0005,گیج رزوه ی 10 — 0-50mm,unmatched,,,,,sku_not_in_pdf
1655,6310-0006,گیج رزوه ی 11 — 0-60mm,unmatched,,,,,sku_not_in_pdf
1656,6310-0007,گیج رزوه ی 12 — 0-70mm,unmatched,,,,,sku_not_in_pdf
1657,6310-0008,گیج رزوه ی 13 — 0-80mm,unmatched,,,,,sku_not_in_pdf
1658,6310-0009,گیج رزوه ی 14 — 0-90mm,unmatched,,,,,sku_not_in_pdf
1659,6310-0010,گیج رزوه ی 15 — 0-100mm,unmatched,,,,,sku_not_in_pdf
1660,6310-0011,گیج رزوه تون — 0-110mm,unmatched,,,,,sku_not_in_pdf
1661,6310-0012,گیج رزوه تون 1 — 0-120mm,unmatched,,,,,sku_not_in_pdf
1662,6310-0013,گیج رزوه تون 2 — 0-130mm,unmatched,,,,,sku_not_in_pdf
1663,6310-0014,گیج رزوه تون 3 — 0-140mm,unmatched,,,,,sku_not_in_pdf
1664,6310-0015,گیج رزوه تون 4 — 0-150mm,unmatched,,,,,sku_not_in_pdf
1665,6310-0016,گیج رزوه تون 6 — 0-160mm,unmatched,,,,,sku_not_in_pdf
1666,6310-0017,گیج رزوه ی 16 — 0-170mm,unmatched,,,,,sku_not_in_pdf
1667,6310-0018,گیج رزوه ی 17 — 0-180mm,unmatched,,,,,sku_not_in_pdf
1668,6310-0019,گیج رزوه ی 18 — 0-190mm,unmatched,,,,,sku_not_in_pdf
1669,6310-0020,گیج رزوه ی 19 — 0-200mm,unmatched,,,,,sku_not_in_pdf
1670,6310-0021,گیج رزوه ی 20 — 0-210mm,unmatched,,,,,sku_not_in_pdf
1671,6310-0022,گیج رزوه ی 21 — 0-220mm,unmatched,,,,,sku_not_in_pdf
1672,6310-0023,گیج رزوه ی 22 — 0-230mm,unmatched,,,,,sku_not_in_pdf
1673,6310-0024,گیج رزوه ی 23 — 0-240mm,unmatched,,,,,sku_not_in_pdf
1674,6310-0025,گیج رزوه ی 24 — 0-25mm,unmatched,,,,,sku_not_in_pdf
1675,6350-0005,سوزن) شابلون گپ ( شابلون 2 — 0-50mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1676,6703-1005,میکروسکوپ اندازه گی 1 — 0-1005mm,unmatched,,,,,sku_not_in_pdf
1677,6710-0005,زبری سنج دیجیتال پرتابل — 0-50mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1678,7000-0010,پایه ساعت هیدرولیک با بازوی سه — 0-100mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1679,7111-1105,میکرومی ی پایه — 0-1105mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1680,7121-0025,پایه ساعت مفصیل قوی ( جایگزین پایه هیدرولیک) — 0-25mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1681,7121-0030,پایه ساعت مفصیل قوی ( جایگزین پایه هیدرولیک) — 0-30mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1682,7121-0035,پایه ساعت مفصیل قوی ( جایگزین پایه هیدرولیک) — 0-35mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
1683,7121-0045,پایه ساعت مفصیل قوی ( جایگزین پایه هیدرولیک) — 0-45mm,unmatched_no_spec_row,,,,,sku_mentioned_but_no_parseable_spec_row
