product_id,site_sku,current_name,proposed_name,current_short_description_hash,proposed_short_description,current_description_hash,proposed_description,current_specifications_hash,proposed_specifications,current_meta_title,proposed_meta_title,current_meta_description_hash,proposed_meta_description,official_model,official_product_name,official_source_id,official_source_page,official_fact_count,mapping_class,title_class,completeness,priority_class,expected_updated_at
3537,6200-60,پایه ساعت اندیکاتور 60 کیلو گرمی (Insize) مدل 60-6200,پایه ساعت اینسایز مدل 6200-60,ce20ffff178675a72b4cc3d479a39cad13c4497acaf7490b074160fb9e915f56,پایه ساعت اینسایز مدل 6200-60؛ با محدوده اندازه‌گیری 6201-60.,c45be3cd46cf0adcfdcb076c3a1090bd7690c796790d69a27e17966d77863395,"پایه ساعت اینسایز با کد 6200-60 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Magnetic Stand در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 6201-60.
ظرفیت/نیرو: 60kgf.
ابعاد/مشخصه ابعادی: Ø8mm, Ø4mm, 3/8"" DIA.
کاربرد/ویژگی: without fine adjustment.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",4230f5540ced267b35f9123ac011a6542c849d520090f3627dba359753925b6d,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""application"": ""without fine adjustment"", ""dimension"": ""Ø8mm, Ø4mm, 3/8\"" DIA"", ""load"": ""60kgf"", ""measuring_range"": ""6201-60""}}",پایه ساعت اندیکاتور 60 کیلو گرمی (Insize) مدل 60-6200,پایه ساعت اینسایز 6200-60,ce20ffff178675a72b4cc3d479a39cad13c4497acaf7490b074160fb9e915f56,پایه ساعت اینسایز مدل 6200-60 — رنج 6201-60,6200-60,پایه ساعت,insize.catalog.108A,325,4,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3538,6201-60,پایه ساعت مگنتی اندیکاتور اینسایز (insize) مدل 60-6201,پایه ساعت اینسایز مدل 6201-60,ab0917716cf695027cea20de1a2c8a84a6bb49e6e6e003059e8a77c13f0dc12e,پایه ساعت اینسایز مدل 6201-60؛ با نیروی نگه‌داری 60kgf.,41ca5a57dbf13645b2e3c089c0e4b26cc0c24a9c89ab630384a993d2cfc9b17e,"پایه ساعت اینسایز با کد 6201-60 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Magnetic Stand در کاتالوگ اینسایز معرفی شده است.
ظرفیت/نیرو: 60kgf.
ابعاد/مشخصه ابعادی: Ø8mm, Ø4mm, 3/8"" DIA.
کاربرد/ویژگی: with fine adjustment.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",5cb01e14ac6febb4da247b5ea517a1db351a71d77453aac8a68954eccc0a7903,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""application"": ""with fine adjustment"", ""dimension"": ""Ø8mm, Ø4mm, 3/8\"" DIA"", ""load"": ""60kgf""}}",پایه ساعت مگنتی اندیکاتور اینسایز (insize) مدل 60-6201,پایه ساعت اینسایز 6201-60,ab0917716cf695027cea20de1a2c8a84a6bb49e6e6e003059e8a77c13f0dc12e,پایه ساعت اینسایز مدل 6201-60,6201-60,پایه ساعت,insize.catalog.108A,325,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3539,6202-80,پایه ساعت اندیکاتور 80 کیلو گرمی اینسایز (Insize) مدل 80-6202,پایه ساعت اینسایز مدل 6202-80,f6107bda1b0d2e5b2ea500604761c5bf351147c140d13970b767402ad05c41f4,پایه ساعت اینسایز مدل 6202-80؛ با نیروی نگه‌داری 80kgf.,98e90e9b626fac04d0e8fd6dca75896265b4c6757f9e8cb66bf774131e7bb99e,"پایه ساعت اینسایز با کد 6202-80 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Magnetic Stand در کاتالوگ اینسایز معرفی شده است.
ظرفیت/نیرو: 80kgf.
ابعاد/مشخصه ابعادی: Ø8mm, Ø4mm, 3/8"" DIA.
کاربرد/ویژگی: with fine adjustment.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",f944cb00e02761be82d72fc9b8941f87ffb7985b50769adef20d6460066fcef7,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""application"": ""with fine adjustment"", ""dimension"": ""Ø8mm, Ø4mm, 3/8\"" DIA"", ""load"": ""80kgf""}}",پایه ساعت اندیکاتور 80 کیلو گرمی اینسایز (Insize) مدل 80-6202,پایه ساعت اینسایز 6202-80,f6107bda1b0d2e5b2ea500604761c5bf351147c140d13970b767402ad05c41f4,پایه ساعت اینسایز مدل 6202-80,6202-80,پایه ساعت,insize.catalog.108A,325,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3546,4621-02,فیلر نواری 5 متری 0.02mm اینسایز (Insize) مدل 02-4621,فیلر نواری 5متری اینسایز مدل 4621-02,eb2f271cadf94cb046ee893176b1bccb028784b83ebe105a628efa092bc73d33,فیلر نواری 5متری اینسایز مدل 4621-02؛ با محدوده اندازه‌گیری 4621-30؛ دقت ±4µm.,212315f2b14f4c03052a443df94f9d1bf6dd37febf794709eaa86682f233e7fa,"فیلر نواری 5متری اینسایز با کد 4621-02 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-30.
دقت: 0.02 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",9b5a8a1f4809a09486d1726c846a2a60ec47214ce36a97f6b0c45ffffeb62f0e,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.02 mm"", ""measuring_range"": ""4621-30""}}",فیلر نواری 5 متری 0.02mm اینسایز (Insize) مدل 02-4621,فیلر نواری 5متری اینسایز 4621-02,eb2f271cadf94cb046ee893176b1bccb028784b83ebe105a628efa092bc73d33,فیلر نواری 5متری اینسایز مدل 4621-02 — رنج 4621-30 — دقت 0.02 mm,4621-02,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3552,4621-03,فیلر نواری 5 متری با ضخامت 0.03 میلی‌متر اینسایز (Insize) مدل 03-4621,فیلر نواری 5متری اینسایز مدل 4621-03,58db66fbfa55ea0199392374345768ee0eb17b5281d8e4f21c24bc5b2074aaf7,فیلر نواری 5متری اینسایز مدل 4621-03؛ با محدوده اندازه‌گیری 4621-35؛ دقت ±4µm.,a25483560fe53238dc4a1ffadf5d744c697a85b612cc4e030df756026e6d7f12,"فیلر نواری 5متری اینسایز با کد 4621-03 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-35.
دقت: 0.03 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",5cee56f008af410469345c6afada53e5839ed15ede8e05dc6497c030ef618f24,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.03 mm"", ""measuring_range"": ""4621-35""}}",فیلر نواری 5 متری با ضخامت 0.03 میلی‌متر اینسایز (Insize) مدل 03-4621,فیلر نواری 5متری اینسایز 4621-03,58db66fbfa55ea0199392374345768ee0eb17b5281d8e4f21c24bc5b2074aaf7,فیلر نواری 5متری اینسایز مدل 4621-03 — رنج 4621-35 — دقت 0.03 mm,4621-03,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3553,4621-04,فیلر نواری 5 متری 0.04mm اینسایز (insize) مدل 04-4621,فیلر نواری 5متری اینسایز مدل 4621-04,01af40b337ee476dd54535ca7dc9708ce31951b76c136550cc6e499c973b374c,فیلر نواری 5متری اینسایز مدل 4621-04؛ با محدوده اندازه‌گیری 4621-40؛ دقت ±4µm.,53e46509d096d990b224476da7d61dde9f2c67ffe6e4bf956abd71fcb57155c1,"فیلر نواری 5متری اینسایز با کد 4621-04 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-40.
دقت: 0.04 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",c90d3aa0c1dd2e8d732430c7610af1a09296e71743ab6b9164fe408ec65e310b,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.04 mm"", ""measuring_range"": ""4621-40""}}",فیلر نواری 5 متری 0.04mm اینسایز (insize) مدل 04-4621,فیلر نواری 5متری اینسایز 4621-04,01af40b337ee476dd54535ca7dc9708ce31951b76c136550cc6e499c973b374c,فیلر نواری 5متری اینسایز مدل 4621-04 — رنج 4621-40 — دقت 0.04 mm,4621-04,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3554,4621-05,فیلر نواری 5 متری 0.05mm اینسایز (Insize) مدل 05-4621,فیلر نواری 5متری اینسایز مدل 4621-05,ea79df30c64dfa4b2efa6dd7b2cf04ccc4ac8a16ce2df35e6642c9396c62921c,فیلر نواری 5متری اینسایز مدل 4621-05؛ با محدوده اندازه‌گیری 4621-45؛ دقت ±4µm.,5eff846318d78156f14366f6da6b0595cba9d34cb26b539d368e3a8393a08c31,"فیلر نواری 5متری اینسایز با کد 4621-05 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-45.
دقت: 0.05 mm.
ویژگی مستند در کاتالوگ: Code        Thickness (T)   Accuracy             Used as shims to accurately set spacing.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",d2e95c1ba00d609184ce50ea1fc8099d26d65d7454c3c27b3c99c64896a1472f,"{""authority"": ""official_insize"", ""features"": [""Code        Thickness (T)   Accuracy             Used as shims to accurately set spacing""], ""technical_specs"": {""accuracy"": ""0.05 mm"", ""measuring_range"": ""4621-45""}}",فیلر نواری 5 متری 0.05mm اینسایز (Insize) مدل 05-4621,فیلر نواری 5متری اینسایز 4621-05,ea79df30c64dfa4b2efa6dd7b2cf04ccc4ac8a16ce2df35e6642c9396c62921c,فیلر نواری 5متری اینسایز مدل 4621-05 — رنج 4621-45 — دقت 0.05 mm,4621-05,فیلر نواری 5متری,insize.catalog.108A,501,4,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3555,4621-06,فیلر نواری 5 متری 0.06mm اینسایز (Insize) مدل 06-4621,فیلر نواری 5متری اینسایز مدل 4621-06,0cb2c174d48b4cf45da4436d9418d1069b7deb480c06de1a84e8b5f9237bd943,فیلر نواری 5متری اینسایز مدل 4621-06؛ با محدوده اندازه‌گیری 4621-50؛ دقت ±4µm.,77703007f4a0aa2cc39b08fb0ec7ad217adc9a761b5ffd29a4dd87c9e4a28c24,"فیلر نواری 5متری اینسایز با کد 4621-06 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-50.
دقت: 0.06 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",d44059e072714f6dde15d366214941e8825d6c59f5e9ad0186c62e31ea5dac72,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.06 mm"", ""measuring_range"": ""4621-50""}}",فیلر نواری 5 متری 0.06mm اینسایز (Insize) مدل 06-4621,فیلر نواری 5متری اینسایز 4621-06,0cb2c174d48b4cf45da4436d9418d1069b7deb480c06de1a84e8b5f9237bd943,فیلر نواری 5متری اینسایز مدل 4621-06 — رنج 4621-50 — دقت 0.06 mm,4621-06,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3557,4621-07,فیلر نواری 5 متری 0.07mm اینسایز (Insize) مدل 07-4621,فیلر نواری 5متری اینسایز مدل 4621-07,daca8902926177abd921d5fef05ec575dfae851103bc640c5ac2592a015e476d,فیلر نواری 5متری اینسایز مدل 4621-07؛ با محدوده اندازه‌گیری 4621-55؛ دقت ±5µm.,b7e39e996948bc283d5017f6152a3f7fe85a51df0e711e488572bd412940c2d6,"فیلر نواری 5متری اینسایز با کد 4621-07 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-55.
دقت: 0.07 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",12994ba63482a6f08473d8419d5814c1eea55f41dba3585c06b6316288101ea9,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.07 mm"", ""measuring_range"": ""4621-55""}}",فیلر نواری 5 متری 0.07mm اینسایز (Insize) مدل 07-4621,فیلر نواری 5متری اینسایز 4621-07,daca8902926177abd921d5fef05ec575dfae851103bc640c5ac2592a015e476d,فیلر نواری 5متری اینسایز مدل 4621-07 — رنج 4621-55 — دقت 0.07 mm,4621-07,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3558,4621-08,فیلر نواری 5 متری 0.08mm اینسایز (Insize) مدل 08-4621,فیلر نواری 5متری اینسایز مدل 4621-08,ebe4163812ddbea634349ee1f5d53f5fb6452989d5272984568fbad70d4f01b4,فیلر نواری 5متری اینسایز مدل 4621-08؛ با محدوده اندازه‌گیری 4621-60؛ دقت ±5µm.,8ae6242b40dea627076d8979da414ff6b75edccd45decae287b8f32ea15bb91f,"فیلر نواری 5متری اینسایز با کد 4621-08 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-60.
دقت: 0.08 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",bd89e874f2673132bb0922978542655968ede49b45d509de4969aa43ad3b14f8,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.08 mm"", ""measuring_range"": ""4621-60""}}",فیلر نواری 5 متری 0.08mm اینسایز (Insize) مدل 08-4621,فیلر نواری 5متری اینسایز 4621-08,ebe4163812ddbea634349ee1f5d53f5fb6452989d5272984568fbad70d4f01b4,فیلر نواری 5متری اینسایز مدل 4621-08 — رنج 4621-60 — دقت 0.08 mm,4621-08,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3561,4621-09,فیلر نواری 5 متری 0.09mm اینسایز (Insize) مدل 09-4621,فیلر نواری 5متری اینسایز مدل 4621-09,3f45096634e69b74d5745972388d86d52f61862b4147160b6eb998ff3687bca5,فیلر نواری 5متری اینسایز مدل 4621-09؛ با محدوده اندازه‌گیری 4621-65؛ دقت ±5µm.,8030db9831c2ed2de88d1ca0c3922193f783fe42a1050bd32b502a7f26fbb026,"فیلر نواری 5متری اینسایز با کد 4621-09 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-65.
دقت: 0.09 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",75c060fd9662bc3e54352f3eca6f1e3dac8cf958583cad2b891bf3218524044a,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.09 mm"", ""measuring_range"": ""4621-65""}}",فیلر نواری 5 متری 0.09mm اینسایز (Insize) مدل 09-4621,فیلر نواری 5متری اینسایز 4621-09,3f45096634e69b74d5745972388d86d52f61862b4147160b6eb998ff3687bca5,فیلر نواری 5متری اینسایز مدل 4621-09 — رنج 4621-65 — دقت 0.09 mm,4621-09,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3562,4621-10,فیلر نواری 5 متری 0.10mm اینسایز (Insize) مدل 10-4621,فیلر نواری 5متری اینسایز مدل 4621-10,0559541be46a6265b59dbfc55f4635a781f82cbace90b7403b5fa28e7b909f3b,فیلر نواری 5متری اینسایز مدل 4621-10؛ با محدوده اندازه‌گیری 4621-70؛ دقت ±5µm.,c30912f606a2b16affb32df91ea012be2c6c01fc7822111d35ed204e657486bb,"فیلر نواری 5متری اینسایز با کد 4621-10 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-70.
دقت: 0.10 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",112211fc87895a53fb602b0cad5c7d2f52976e3a889ac7cedc5dd551bfa40942,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.10 mm"", ""measuring_range"": ""4621-70""}}",فیلر نواری 5 متری 0.10mm اینسایز (Insize) مدل 10-4621,فیلر نواری 5متری اینسایز 4621-10,0559541be46a6265b59dbfc55f4635a781f82cbace90b7403b5fa28e7b909f3b,فیلر نواری 5متری اینسایز مدل 4621-10 — رنج 4621-70 — دقت 0.10 mm,4621-10,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3563,4621-15,فیلر نواری 5 متری 0.15mm اینسایز (Insize) مدل 15-4621,فیلر نواری 5متری اینسایز مدل 4621-15,b3609bfeac5006c4c27046651b77592de55a2d1746f60535f20edef6b81bf332,فیلر نواری 5متری اینسایز مدل 4621-15؛ با محدوده اندازه‌گیری 4621-80؛ دقت ±6µm.,164e38e771a4ecd20ed55c8302aaa830edf1320d1b0442144ff2f1c433b0a47e,"فیلر نواری 5متری اینسایز با کد 4621-15 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-80.
دقت: 0.15 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",504883efd02a8b40fb681fd998fe915a902fb5480ab08bd366f705b1072fb1d3,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.15 mm"", ""measuring_range"": ""4621-80""}}",فیلر نواری 5 متری 0.15mm اینسایز (Insize) مدل 15-4621,فیلر نواری 5متری اینسایز 4621-15,b3609bfeac5006c4c27046651b77592de55a2d1746f60535f20edef6b81bf332,فیلر نواری 5متری اینسایز مدل 4621-15 — رنج 4621-80 — دقت 0.15 mm,4621-15,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3564,4621-20,فیلر نواری 5 متری 0.20mm اینسایز (Insize) مدل 20-4621,فیلر نواری 5متری اینسایز مدل 4621-20,87dbc9746f980b6908d06712034715b375735ba351763ad0a1b2a65d7004b7e2,فیلر نواری 5متری اینسایز مدل 4621-20؛ با محدوده اندازه‌گیری 4621-90؛ دقت ±8µm.,271aeb31fce6c667ad730f1445e77c3cfc8215aa19e5a92f1ad80dc5691ddacc,"فیلر نواری 5متری اینسایز با کد 4621-20 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-90.
دقت: 0.20 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",fdf9285a2286fd4b86cd8b06f7c2e3a5a6c42c77daf8091543cc17194edcdfeb,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.20 mm"", ""measuring_range"": ""4621-90""}}",فیلر نواری 5 متری 0.20mm اینسایز (Insize) مدل 20-4621,فیلر نواری 5متری اینسایز 4621-20,87dbc9746f980b6908d06712034715b375735ba351763ad0a1b2a65d7004b7e2,فیلر نواری 5متری اینسایز مدل 4621-20 — رنج 4621-90 — دقت 0.20 mm,4621-20,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3565,4621-25,فیلر نواری 5 متری 0.25mm اینسایز (Insize) مدل 25-4621,فیلر نواری 5متری اینسایز مدل 4621-25,99af76d13a8a79eacf5a1df252b4fe53ce46ab078b6342c80d799efb61f8cc66,فیلر نواری 5متری اینسایز مدل 4621-25؛ با محدوده اندازه‌گیری 4621-95؛ دقت ±9µm.,d41612b52e56cd24a3fc0cc8bac32981434efb5e38f1461b7bf53c3237894717,"فیلر نواری 5متری اینسایز با کد 4621-25 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Feeler Gauge Stocks در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4621-95.
دقت: 0.20 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",dc6da6ceb207ee8ccf3e3424277ecd1c5d59e775d0867360b8f62cc7314053e2,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.20 mm"", ""measuring_range"": ""4621-95""}}",فیلر نواری 5 متری 0.25mm اینسایز (Insize) مدل 25-4621,فیلر نواری 5متری اینسایز 4621-25,99af76d13a8a79eacf5a1df252b4fe53ce46ab078b6342c80d799efb61f8cc66,فیلر نواری 5متری اینسایز مدل 4621-25 — رنج 4621-95 — دقت 0.20 mm,4621-25,فیلر نواری 5متری,insize.catalog.108A,501,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3575,3400-25,میکرومتر اینسایز (Insize) 25-0 میلی متر خارج سنج کنتور دار مدل 25-3400,میکرومتر کنتور دار خارج سنج اینسایز مدل 3400-25,852f6e18b36f14a405a3ec56a8ab92d3005d3d7e8aa86a67a78add5d944eca45,میکرومتر کنتور دار خارج سنج 0 اینسایز مدل 3400-25؛ با محدوده اندازه‌گیری 0-25mm؛ تفکیک‌پذیری 0.01mm؛ دقت 0.01 mm.,1e618286d9185c7ae2f62ab7f2af47bd8fe284dc169350ac2ec88feaeed36379,"میکرومتر کنتور دار خارج سنج 0 اینسایز با کد 3400-25 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Outside Micrometers With Counter در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-25mm.
تفکیک‌پذیری: 0.01mm.
درجه‌بندی: 0.01mm.
دقت: 0.01 mm.
انطباق اعلام‌شده: DIN863-1.
ویژگی مستند در کاتالوگ: Counter resolution: 0.01mm.
ویژگی مستند در کاتالوگ: Meet DIN863-1                                                                    3400-25.
ویژگی مستند در کاتالوگ: Code            Range            Accuracy          L        a         b.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",90fd285b78eee5a63fbecbb2a003ece6af0dda56c974bf5fac8256ddfd78de03,"{""authority"": ""official_insize"", ""features"": [""Counter resolution: 0.01mm"", ""Meet DIN863-1                                                                    3400-25"", ""Code            Range            Accuracy          L        a         b""], ""technical_specs"": {""accuracy"": ""0.01 mm"", ""graduation"": ""0.01mm"", ""measuring_range"": ""0-25mm"", ""resolution"": ""0.01mm"", ""standard"": ""DIN863-1""}}",میکرومتر اینسایز (Insize) 25-0 میلی متر خارج سنج کنتور دار مدل 25-3400,میکرومتر کنتور دار خارج سنج 0 اینسایز 3400-25,852f6e18b36f14a405a3ec56a8ab92d3005d3d7e8aa86a67a78add5d944eca45,میکرومتر کنتور دار خارج سنج 0 اینسایز مدل 3400-25 — رنج 0-25mm — دقت 0.01 mm — رزولوشن 0.01mm,3400-25,میکرومتر کنتور دار خارج سنج 0,insize.catalog.108A,151,8,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
